TYPE	FLUENT	Corrected
2: Word Repetition	മെഡിക്കൽ കോളേജിനു തറക്കല്ലിടപ്പെടുന്നതോടെ ദാദ്ര നാഗർ ഹവേലി, ദമൻ, ദിയു എന്നിവിടങ്ങളിൽ ആദ്യ മെഡിക്കൽ കോളേജ് യാഥാർഥ്യമാവുകയാണെന്ന് അദ്ദേഹം പറഞ്ഞു.	മെഡിക്കൽ കോളേജിനു തറക്കല്ലിടപ്പെടുന്നതോടെ ദാദ്ര ദാദ്ര നാഗർ ഹവേലി, ദമൻ, ദിയു എന്നിവിടങ്ങളിൽ ആദ്യ മെഡിക്കൽ കോളേജ് യാഥാർഥ്യമാവുകയാണെന്ന് അദ്ദേഹം പറഞ്ഞു.
2: Word Repetition	അധികാരത്തിലെത്തിയ ആദ്യദിവസം മുതൽ തന്നെ രാജ്യത്തിന് വേണ്ടി വിലമതിക്കാനാകാത്ത സേവനം നടത്തിയ നമ്മുടെ ധീരരായ വിമുക്തഭടന്മാരുടെ ക്ഷേമത്തിന് വേണ്ടി ഗവൺമെന്റ് പ്രത്യേക താൽപര്യമെടുത്ത് സ്വീകരിച്ച നയങ്ങളിൽ മറ്റൊരു നാഴികകല്ലാണ് ഇന്നത്തെ ഈ തീരുമാനം.	അധികാരത്തിലെത്തിയ ആദ്യദിവസം മുതൽ തന്നെ രാജ്യത്തിന് വേണ്ടി വിലമതിക്കാനാകാത്ത സേവനം നടത്തിയ നമ്മുടെ ധീരരായ വിമുക്തഭടന്മാരുടെ ക്ഷേമത്തിന് വേണ്ടി വേണ്ടി ഗവൺമെന്റ് പ്രത്യേക താൽപര്യമെടുത്ത് താൽപര്യമെടുത്ത് സ്വീകരിച്ച നയങ്ങളിൽ മറ്റൊരു നാഴികകല്ലാണ് ഇന്നത്തെ ഈ തീരുമാനം.
2: Word Repetition	അതുപോലെ അവർ എപ്പോഴൊക്കെ ഇന്ത്യയിൽ നിന്നും ഇസ്രായേലിലേക്ക് വന്നിട്ടുണ്ടോ, അപ്പോഴൊക്കെ അവരോടൊപ്പം ഇന്ത്യൻ സംസ്ക്കാരവും കൊണ്ടുവരികയും അപ്പോഴും ഇന്ത്യയുമായി ബന്ധപ്പെടുകയും ചെയ്തിരുന്നു.	അതുപോലെ അവർ എപ്പോഴൊക്കെ ഇന്ത്യയിൽ നിന്നും ഇസ്രായേലിലേക്ക് വന്നിട്ടുണ്ടോ, അപ്പോഴൊക്കെ അവരോടൊപ്പം ഇന്ത്യൻ സംസ്ക്കാരവും കൊണ്ടുവരികയും അപ്പോഴും അപ്പോഴും ഇന്ത്യയുമായി ബന്ധപ്പെടുകയും ചെയ്തിരുന്നു.
2: Word Repetition	ആനുകൂല്യങ്ങൾ പാഴായിപ്പോവുന്നത് തടയാനും ജനങ്ങള്ക്ക് പ്രയോജനം ലഭിക്കാനും ഇത് ഏറെ പ്രയോജനപ്പെടുമെന്ന് പ്രധാനമന്ത്രി അഭിപ്രായപ്പെട്ടു.	ആനുകൂല്യങ്ങൾ ആനുകൂല്യങ്ങൾ പാഴായിപ്പോവുന്നത് തടയാനും ജനങ്ങള്ക്ക് പ്രയോജനം ലഭിക്കാനും ഇത് ഏറെ ഏറെ പ്രയോജനപ്പെടുമെന്ന് പ്രധാനമന്ത്രി അഭിപ്രായപ്പെട്ടു.
2: Word Repetition	ഉത്തർപ്രദേശ്, മദ്ധ്യപ്രദേശ്, ഗുജറാത്ത്, ഹരിയാന, രാജസ്ഥാൻ, മഹാരാഷ്ട്ര, ഉത്തരാഖണ്ഡ്, പഞ്ചാബ്, പശ്ചിമ ബംഗാൾ, കർണാടക, തമിഴ്നാട്, ആന്ധ്രപ്രദേശ്, ബിഹാർ, ഒഡീഷ, തെലുങ്കാന, കേരളം തുടങ്ങിയ സംസ്ഥാനങ്ങളിലായി വ്യാപിച്ചുകിടക്കുന്ന പദ്ധതികളാണവ.	ഉത്തർപ്രദേശ്, മദ്ധ്യപ്രദേശ്, ഗുജറാത്ത്, ഹരിയാന, രാജസ്ഥാൻ, മഹാരാഷ്ട്ര, ഉത്തരാഖണ്ഡ്, പഞ്ചാബ്, പശ്ചിമ ബംഗാൾ, കർണാടക, തമിഴ്നാട്, ആന്ധ്രപ്രദേശ്, ബിഹാർ, ഒഡീഷ, തെലുങ്കാന, കേരളം തുടങ്ങിയ തുടങ്ങിയ സംസ്ഥാനങ്ങളിലായി വ്യാപിച്ചുകിടക്കുന്ന പദ്ധതികളാണവ.
2: Word Repetition	ഇന്ത്യയുടെ സാമ്പത്തിക വളർച്ചയ്ക്കും വർധിക്കുന്ന കരുത്തിനും സാക്ഷിയാകുമ്പോൾ ശിരസ് ഉയരും എന്നതുകൊണ്ട് എത്ര കഠിനാധ്വാനം ചെയ്യാനും ഞങ്ങൾക്ക് സ്ഥൈര്യമുണ്ടാകും.	ഇന്ത്യയുടെ സാമ്പത്തിക വളർച്ചയ്ക്കും വർധിക്കുന്ന കരുത്തിനും സാക്ഷിയാകുമ്പോൾ ശിരസ് ഉയരും എന്നതുകൊണ്ട് എത്ര എത്ര കഠിനാധ്വാനം ചെയ്യാനും ഞങ്ങൾക്ക് സ്ഥൈര്യമുണ്ടാകും.
2: Word Repetition	എങ്കിലും ഉള്ളിലുള്ള മനുഷ്യത്വം ഇല്ലാതെയാകുന്നോ എന്നു ശ്രദ്ധിക്കണം.	എങ്കിലും എങ്കിലും ഉള്ളിലുള്ള മനുഷ്യത്വം ഇല്ലാതെയാകുന്നോ എന്നു ശ്രദ്ധിക്കണം.
2: Word Repetition	നമ്മുടെ പങ്കുവയ്ക്കപ്പെട്ട പൈതൃകം നമ്മുടെ സാംസ്കാരിക ബന്ധങ്ങളുടെ പ്രധാനപ്പെട്ട ഭാഗമാണ്.	നമ്മുടെ പങ്കുവയ്ക്കപ്പെട്ട പൈതൃകം നമ്മുടെ സാംസ്കാരിക ബന്ധങ്ങളുടെ പ്രധാനപ്പെട്ട പ്രധാനപ്പെട്ട ഭാഗമാണ്.
2: Word Repetition	ഈ രാജ്യത്തിന്റെ വികസന യാത്രയിൽ അവരും പങ്കാളികളായി മാറി.	ഈ ഈ രാജ്യത്തിന്റെ വികസന യാത്രയിൽ അവരും അവരും പങ്കാളികളായി മാറി.
2: Word Repetition	നാം നമ്മുടെ ജീവിതം രാജ്യത്തിനു വേണ്ടി സമർപ്പിക്കണം.	നാം നമ്മുടെ നമ്മുടെ ജീവിതം രാജ്യത്തിനു വേണ്ടി സമർപ്പിക്കണം.
2: Word Repetition	ഇടത്തരക്കാർ വർധിക്കുന്നതും പരവതാനി വ്യവസായത്തിന് ലഭിക്കുന്ന പിന്തുണയുമാണ് ഈ മേഖലയുടെ വളർച്ചയ്ക്കു പിന്നിലുള്ള പ്രധാന ഘടകങ്ങളെന്ന് അദ്ദേഹം പറഞ്ഞു.	ഇടത്തരക്കാർ വർധിക്കുന്നതും പരവതാനി വ്യവസായത്തിന് ലഭിക്കുന്ന പിന്തുണയുമാണ് ഈ മേഖലയുടെ വളർച്ചയ്ക്കു പിന്നിലുള്ള പ്രധാന പ്രധാന ഘടകങ്ങളെന്ന് അദ്ദേഹം പറഞ്ഞു.
2: Word Repetition	അതിന് ഞാന് താങ്കളെ അഭിനന്ദിക്കുന്നു.	അതിന് അതിന് ഞാന് താങ്കളെ അഭിനന്ദിക്കുന്നു.
2: Word Repetition	നരേന്ദ്ര മോദിയുടെ അധ്യക്ഷതയിൽ ചേർന്ന കേന്ദമന്ത്രിസഭാ യോഗം അംഗീകാരം നൽകി.	നരേന്ദ്ര നരേന്ദ്ര മോദിയുടെ അധ്യക്ഷതയിൽ ചേർന്ന കേന്ദമന്ത്രിസഭാ യോഗം അംഗീകാരം നൽകി.
2: Word Repetition	എന്റെ സ്വഭാവമനുസരിച്ച്, റെയിൽവേ ബജറ്റിൽ ഇത്രയുമധികം പ്രഖ്യാപനങ്ങൾ നടത്തി, അതിനൊക്കെ അതിന് ശേഷം എന്തുസംഭവിച്ചുവെന്ന് പറയാനാകുമോയെന്ന് ഞാൻ ചോദിച്ചു.	എന്റെ സ്വഭാവമനുസരിച്ച്, റെയിൽവേ ബജറ്റിൽ ഇത്രയുമധികം പ്രഖ്യാപനങ്ങൾ നടത്തി, അതിനൊക്കെ അതിന് അതിന് ശേഷം എന്തുസംഭവിച്ചുവെന്ന് പറയാനാകുമോയെന്ന് ഞാൻ ചോദിച്ചു.
2: Word Repetition	ഞാൻ നിങ്ങളോടൊരുമിച്ച് ഇവിടെയിരിക്കുന്നെങ്കിലും ദാരിദ്ര്യത്തിന്റെ ലോകത്ത് നിന്നാണ് വന്നത്.	ഞാൻ ഞാൻ നിങ്ങളോടൊരുമിച്ച് ഇവിടെയിരിക്കുന്നെങ്കിലും ദാരിദ്ര്യത്തിന്റെ ലോകത്ത് നിന്നാണ് വന്നത്.
